,prefix,Uniprot ID 1,Uniprot ID 2,Sequence Length 1,Sequence Length 2,PDB,Chain 1,Chain 2,N residue contacts (5Ang),PFAM domains 1,PFAM domains 2,Chain start 1,Chain end 1,Chain start 2,Chain end 2,Protein name 1,Gene name 1,Protein name 2,Gene name 2,Organism 1,Organism 2,Resolution (Ang),contains DNA,contains RNA,Org1,Org2,kingdom1,kingdom2
231,allpdb0263,TAT_HV1H2,AFF4_HUMAN,86,1163,4OR5,H,J,25,PF00539;,PF05110;,1,48,32,69,Protein Tat (Transactivating regulatory protein),tat,AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein),AFF4 AF5Q31 MCEF HSPC092,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1),Homo sapiens (Human),2.9,N,N,Human immunodeficiency virus type 1 group M subtype B,Homo sapiens,V,E
232,allpdb0264,CCNT1_HUMAN,TAT_HV1H2,726,86,4OR5,G,H,122,PF00134;,PF00539;,1,266,1,48,Cyclin-T1 (CycT1) (Cyclin-T),CCNT1,Protein Tat (Transactivating regulatory protein),tat,Homo sapiens (Human),Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1),2.9,N,N,Homo sapiens,Human immunodeficiency virus type 1 group M subtype B,E,V
233,allpdb0265,EFTS_ECOLI,RDRP_BPQBE,283,589,4Q7J,E,G,39,PF00889;,PF03431;,2,283,2,589,Elongation factor Ts (EF-Ts) (Bacteriophage Q beta RNA-directed RNA polymerase subunit IV),tsf b0170 JW0165,RNA-directed RNA polymerase subunit beta (EC 2.7.7.48) (RNA replicase beta chain) (RNA-directed RNA polymerase subunit II),,Escherichia coli (strain K12),Escherichia phage Qbeta (Bacteriophage Q-beta),2.9,N,N,Escherichia coli,Escherichia phage Qbeta,B,V
234,allpdb0266,RS1_ECOLI,RDRP_BPQBE,557,589,4Q7J,D,C,124,PF00575;,PF03431;,1,273,2,589,30S ribosomal protein S1 (Bacteriophage Q beta RNA-directed RNA polymerase subunit I) (Small ribosomal subunit protein bS1),rpsA ssyF b0911 JW0894,RNA-directed RNA polymerase subunit beta (EC 2.7.7.48) (RNA replicase beta chain) (RNA-directed RNA polymerase subunit II),,Escherichia coli (strain K12),Escherichia phage Qbeta (Bacteriophage Q-beta),2.9,N,N,Escherichia coli,Escherichia phage Qbeta,B,V
235,allpdb0267,EFTU1_ECOLI,EFTS_ECOLI,394,283,4Q7J,F,E,114,PF00009;PF03144;PF03143;,PF00889;,2,394,2,283,Elongation factor Tu 1 (EF-Tu 1) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43),tufA b3339 JW3301,Elongation factor Ts (EF-Ts) (Bacteriophage Q beta RNA-directed RNA polymerase subunit IV),tsf b0170 JW0165,Escherichia coli (strain K12),Escherichia coli (strain K12),2.9,N,N,Escherichia coli,Escherichia coli,B,B
236,allpdb0268,EFTU1_ECOLI,RDRP_BPQBE,394,589,4Q7J,B,C,117,PF00009;PF03144;PF03143;,PF03431;,2,394,2,589,Elongation factor Tu 1 (EF-Tu 1) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43),tufA b3339 JW3301,RNA-directed RNA polymerase subunit beta (EC 2.7.7.48) (RNA replicase beta chain) (RNA-directed RNA polymerase subunit II),,Escherichia coli (strain K12),Escherichia phage Qbeta (Bacteriophage Q-beta),2.9,N,N,Escherichia coli,Escherichia phage Qbeta,B,V
237,allpdb0269,EAF6_YEAST,EPL1_YEAST,113,832,5J9T,B,C,98,PF09340;,PF10513;,1,113,121,400,Chromatin modification-related protein EAF6 (ESA1-associated factor 6),EAF6 YJR082C J1854,Enhancer of polycomb-like protein 1,EPL1 YFL024C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.7,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
238,allpdb0270,EPL1_YEAST,YNG2_YEAST,832,282,5J9T,C,D,178,PF10513;,PF12998;,121,400,1,120,Enhancer of polycomb-like protein 1,EPL1 YFL024C,Chromatin modification-related protein YNG2 (ESA1-associated factor 4) (ING1 homolog 2),YNG2 EAF4 NBN1 YHR090C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.7,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
239,allpdb0271,EAF6_YEAST,YNG2_YEAST,113,282,5J9T,F,H,34,PF09340;,PF12998;,1,113,1,120,Chromatin modification-related protein EAF6 (ESA1-associated factor 6),EAF6 YJR082C J1854,Chromatin modification-related protein YNG2 (ESA1-associated factor 4) (ING1 homolog 2),YNG2 EAF4 NBN1 YHR090C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.7,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
240,allpdb0272,ESA1_YEAST,EPL1_YEAST,445,832,5J9T,E,G,187,PF01853;PF11717;,PF10513;,141,445,121,400,Histone acetyltransferase ESA1 (EC 2.3.1.48),ESA1 YOR244W O5257,Enhancer of polycomb-like protein 1,EPL1 YFL024C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.7,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
241,allpdb0273,TONSL_HUMAN,H4_HUMAN,1378,103,5JA4,D,B,66,PF12796;PF13516;PF13181;,PF15511;,512,692,2,103,Tonsoku-like protein (Inhibitor of kappa B-related protein) (I-kappa-B-related protein) (IkappaBR) (NF-kappa-B inhibitor-like protein 2) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 2),TONSL IKBR NFKBIL2,Histone H4,HIST1H4A H4/A H4FA; HIST1H4B H4/I H4FI; HIST1H4C H4/G H4FG; HIST1H4D H4/B H4FB; HIST1H4E H4/J H4FJ; HIST1H4F H4/C H4FC; HIST1H4H H4/H H4FH; HIST1H4I H4/M H4FM; HIST1H4J H4/E H4FE; HIST1H4K H4/D H4FD; HIST1H4L H4/K H4FK; HIST2H4A H4/N H4F2 H4FN HIST2H4; HIST2H4B H4/O H4FO; HIST4H4,Homo sapiens (Human),Homo sapiens (Human),2.42,N,N,Homo sapiens,Homo sapiens,E,E
242,allpdb0275,H6QM91_9INFA,H6QM92_9INFA,756,713,5M3H,B,A,584,PF00602;,PF00603;,1,756,1,713,RNA-directed RNA polymerase catalytic subunit (EC 2.7.7.48),PB1,Polymerase acidic protein,PA,Influenza A virus (A/little yellow-shouldered bat/Guatemala/060/2010(H17N10)),Influenza A virus (A/little yellow-shouldered bat/Guatemala/060/2010(H17N10)),2.5,N,Y,Influenza A virus,Influenza A virus,V,V
243,allpdb0276,H6QM91_9INFA,H6QM90_9INFA,756,760,5M3H,B,C,452,PF00602;,PF00604;,1,756,1,760,RNA-directed RNA polymerase catalytic subunit (EC 2.7.7.48),PB1,Polymerase basic protein 2,PB2,Influenza A virus (A/little yellow-shouldered bat/Guatemala/060/2010(H17N10)),Influenza A virus (A/little yellow-shouldered bat/Guatemala/060/2010(H17N10)),2.5,N,Y,Influenza A virus,Influenza A virus,V,V
244,allpdb0277,H6QM92_9INFA,H6QM90_9INFA,713,760,5M3H,A,C,93,PF00603;,PF00604;,1,713,1,760,Polymerase acidic protein,PA,Polymerase basic protein 2,PB2,Influenza A virus (A/little yellow-shouldered bat/Guatemala/060/2010(H17N10)),Influenza A virus (A/little yellow-shouldered bat/Guatemala/060/2010(H17N10)),2.5,N,Y,Influenza A virus,Influenza A virus,V,V
245,allpdb0278,TBP_YEAST,T2AG_YEAST,240,122,1NH2,A,D,26,PF00352;,PF02751;PF02268;,61,240,2,122,TATA-box-binding protein (TATA sequence-binding protein) (TBP) (TATA-binding factor) (TATA-box factor) (Transcription factor D) (Transcription initiation factor TFIID TBP subunit),SPT15 BTF1 TBP1 YER148W,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA 13.5 kDa subunit) (Transcription initiation factor IIA small chain) (Transcription initiation factor IIA small subunit),TOA2 YKL058W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1.9,Y,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
246,allpdb0279,TBP_YEAST,TOA1_YEAST,240,286,1NH2,A,C,26,PF00352;,PF03153;,61,240,2,286,TATA-box-binding protein (TATA sequence-binding protein) (TBP) (TATA-binding factor) (TATA-box factor) (Transcription factor D) (Transcription initiation factor TFIID TBP subunit),SPT15 BTF1 TBP1 YER148W,Transcription initiation factor IIA large subunit (TFIIA large subunit) (TFIIA 32 kDa subunit),TOA1 YOR194C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1.9,Y,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
247,allpdb0280,T2AG_YEAST,TOA1_YEAST,122,286,1NH2,D,C,114,PF02751;PF02268;,PF03153;,2,122,2,286,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA 13.5 kDa subunit) (Transcription initiation factor IIA small chain) (Transcription initiation factor IIA small subunit),TOA2 YKL058W,Transcription initiation factor IIA large subunit (TFIIA large subunit) (TFIIA 32 kDa subunit),TOA1 YOR194C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1.9,Y,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
248,allpdb0284,Q5SKW1_THET8,RPOB_THET8,423,1119,2A6H,P,M,85,PF00140;PF04542;PF04539;PF04545;,PF04563;PF04561;PF04565;PF10385;PF00562;PF04560;,1,423,1,1119,RNA polymerase sigma factor SigA,sigA TTHA0532,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),rpoB TTHA1813,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),2.4,N,N,Thermus thermophilus,Thermus thermophilus,B,B
249,allpdb0285,Q5SKW1_THET8,RPOC_THET8,423,1524,2A6H,P,N,228,PF00140;PF04542;PF04539;PF04545;,PF04997;PF00623;PF04983;PF05000;PF04998;,1,423,1,1524,RNA polymerase sigma factor SigA,sigA TTHA0532,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),rpoC TTHA1812,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),2.4,N,N,Thermus thermophilus,Thermus thermophilus,B,B
250,allpdb0286,RPOB_THET8,RPOC_THET8,1119,1524,2A6H,C,D,642,PF04563;PF04561;PF04565;PF10385;PF00562;PF04560;,PF04997;PF00623;PF04983;PF05000;PF04998;,1,1119,1,1524,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),rpoB TTHA1813,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),rpoC TTHA1812,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),2.4,N,N,Thermus thermophilus,Thermus thermophilus,B,B
251,allpdb0288,CKS1_HUMAN,SKP2_HUMAN,79,424,2AST,C,B,59,PF01111;,PF12937;,5,73,89,424,Cyclin-dependent kinases regulatory subunit 1 (CKS-1),CKS1B CKS1 PNAS-143 PNAS-16,S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2),SKP2 FBXL1,Homo sapiens (Human),Homo sapiens (Human),2.3,N,N,Homo sapiens,Homo sapiens,E,E
252,allpdb0289,SKP1_HUMAN,SKP2_HUMAN,163,424,2AST,A,B,91,PF01466;PF03931;,PF12937;,3,160,89,424,S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1),SKP1 EMC19 OCP2 SKP1A TCEB1L,S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2),SKP2 FBXL1,Homo sapiens (Human),Homo sapiens (Human),2.3,N,N,Homo sapiens,Homo sapiens,E,E
253,allpdb0290,AT5F1_BOVIN,ATP5H_BOVIN,256,161,2CLY,D,E,152,PF05405;,PF05873;,43,256,2,161,"ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase subunit b) (ATPase subunit b)",ATP5F1 ATP5F,"ATP synthase subunit d, mitochondrial (ATPase subunit d)",ATP5H,Bos taurus (Bovine),Bos taurus (Bovine),2.8,N,N,Bos taurus,Bos taurus,E,E
254,allpdb0291,AT5F1_BOVIN,ATP5J_BOVIN,256,108,2CLY,A,C,81,PF05405;,PF05511;,43,256,32,108,"ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase subunit b) (ATPase subunit b)",ATP5F1 ATP5F,"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)",ATP5J,Bos taurus (Bovine),Bos taurus (Bovine),2.8,N,N,Bos taurus,Bos taurus,E,E
255,allpdb0292,ATP5J_BOVIN,ATP5H_BOVIN,108,161,2CLY,C,B,22,PF05511;,PF05873;,32,108,2,161,"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)",ATP5J,"ATP synthase subunit d, mitochondrial (ATPase subunit d)",ATP5H,Bos taurus (Bovine),Bos taurus (Bovine),2.8,N,N,Bos taurus,Bos taurus,E,E
256,allpdb0294,UPAR_HUMAN,Q924Q0_MOUSE,335,143,2FD6,U,H,31,PF00021;,PF07686;,23,297,2,142,Urokinase plasminogen activator surface receptor (U-PAR) (uPAR) (Monocyte activation antigen Mo3) (CD antigen CD87),PLAUR MO3 UPAR,V165-D-J-C mu protein (Fragment),V165-D-J-C mu,Homo sapiens (Human),Mus musculus (Mouse),1.9,N,N,Homo sapiens,Mus musculus,E,E
257,allpdb0295,UPAR_HUMAN,UROK_HUMAN,335,431,2FD6,U,A,70,PF00021;,PF00051;PF00089;,23,297,31,152,Urokinase plasminogen activator surface receptor (U-PAR) (uPAR) (Monocyte activation antigen Mo3) (CD antigen CD87),PLAUR MO3 UPAR,Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B],PLAU,Homo sapiens (Human),Homo sapiens (Human),1.9,N,N,Homo sapiens,Homo sapiens,E,E
258,allpdb0296,AMCY_PARDE,DHML_PARDE,131,188,2J56,A,L,28,PF00127;,PF02975;,27,131,58,188,Amicyanin,mauC ami,Methylamine dehydrogenase light chain (MADH) (EC 1.4.9.1) (Methylamine dehydrogenase (amicyanin)),mauA,Paracoccus denitrificans,Paracoccus denitrificans,2.1,N,N,Paracoccus denitrificans,Paracoccus denitrificans,B,B
259,allpdb0297,DHML_PARDE,DHMH_PARDE,188,417,2J56,L,H,114,PF02975;,PF06433;,58,188,32,417,Methylamine dehydrogenase light chain (MADH) (EC 1.4.9.1) (Methylamine dehydrogenase (amicyanin)),mauA,Methylamine dehydrogenase heavy chain (MADH) (EC 1.4.9.1) (Methylamine dehydrogenase (amicyanin)),mauB,Paracoccus denitrificans,Paracoccus denitrificans,2.1,N,N,Paracoccus denitrificans,Paracoccus denitrificans,B,B
260,allpdb0298,AMCY_PARDE,DHMH_PARDE,131,417,2J56,A,H,19,PF00127;,PF06433;,27,131,32,417,Amicyanin,mauC ami,Methylamine dehydrogenase heavy chain (MADH) (EC 1.4.9.1) (Methylamine dehydrogenase (amicyanin)),mauB,Paracoccus denitrificans,Paracoccus denitrificans,2.1,N,N,Paracoccus denitrificans,Paracoccus denitrificans,B,B
261,allpdb0299,ACTS_RABIT,PROF1_HUMAN,377,140,2PBD,A,P,81,PF00022;,PF00235;,1,377,2,140,"Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]",ACTA1 ACTA,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,Oryctolagus cuniculus (Rabbit),Homo sapiens (Human),1.5,N,N,Oryctolagus cuniculus,Homo sapiens,E,E
262,allpdb0300,PROF1_HUMAN,VASP_HUMAN,140,380,2PBD,P,V,32,PF00235;,PF08776;PF00568;,2,140,203,245,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,Vasodilator-stimulated phosphoprotein (VASP),VASP,Homo sapiens (Human),Homo sapiens (Human),1.5,N,N,Homo sapiens,Homo sapiens,E,E
263,allpdb0301,ACTS_RABIT,VASP_HUMAN,377,380,2PBD,A,V,38,PF00022;,PF08776;PF00568;,1,377,203,245,"Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]",ACTA1 ACTA,Vasodilator-stimulated phosphoprotein (VASP),VASP,Oryctolagus cuniculus (Rabbit),Homo sapiens (Human),1.5,N,N,Oryctolagus cuniculus,Homo sapiens,E,E
264,allpdb0302,INCE_HUMAN,BOREA_HUMAN,918,280,2QFA,C,B,48,PF03941;PF12178;,PF10512;PF10444;,1,47,15,76,Inner centromere protein,INCENP,Borealin (Cell division cycle-associated protein 8) (Dasra-B) (hDasra-B) (Pluripotent embryonic stem cell-related gene 3 protein),CDCA8 PESCRG3,Homo sapiens (Human),Homo sapiens (Human),1.4,N,N,Homo sapiens,Homo sapiens,E,E
265,allpdb0303,BIRC5_HUMAN,INCE_HUMAN,142,918,2QFA,A,C,52,PF00653;,PF03941;PF12178;,1,142,1,47,Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin),BIRC5 API4 IAP4,Inner centromere protein,INCENP,Homo sapiens (Human),Homo sapiens (Human),1.4,N,N,Homo sapiens,Homo sapiens,E,E
266,allpdb0304,BIRC5_HUMAN,BOREA_HUMAN,142,280,2QFA,A,B,89,PF00653;,PF10512;PF10444;,1,142,15,76,Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin),BIRC5 API4 IAP4,Borealin (Cell division cycle-associated protein 8) (Dasra-B) (hDasra-B) (Pluripotent embryonic stem cell-related gene 3 protein),CDCA8 PESCRG3,Homo sapiens (Human),Homo sapiens (Human),1.4,N,N,Homo sapiens,Homo sapiens,E,E
267,allpdb0305,Q6CL77_KLULA,Q6CMU6_KLULA,200,103,2YFV,C,B,22,PF10384;,PF15511;,41,103,25,98,KLLA0F05115p,KLLA0_F05115g,Histone H4,KLLA0_E08647g KLLA0_E17601g,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),2.32,N,N,Kluyveromyces lactis,Kluyveromyces lactis,E,E
268,allpdb0306,CENPA_KLULA,Q6CL77_KLULA,184,200,2YFV,A,C,47,PF00125;,PF10384;,81,180,41,103,Histone H3-like centromeric protein CSE4 (CENP-A homolog) (Chromosome segregation protein 4),CSE4 KLLA0C12529g,KLLA0F05115p,KLLA0_F05115g,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),2.32,N,N,Kluyveromyces lactis,Kluyveromyces lactis,E,E
269,allpdb0308,CHLL_PROMA,CHLN_PROMA,296,418,2YNM,B,C,44,PF00142;,PF00148;,1,296,1,418,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),chlL Pro_0544,Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7),chlN Pro_0546,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),2.1,N,N,Prochlorococcus marinus,Prochlorococcus marinus,B,B
270,allpdb0309,CHLL_PROMA,CHLB_PROMA,296,530,2YNM,A,D,39,PF00142;,PF00148;PF08369;,1,296,1,530,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),chlL Pro_0544,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),chlB Pro_0545,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),2.1,N,N,Prochlorococcus marinus,Prochlorococcus marinus,B,B
271,allpdb0310,C4IX13_SQUAC,Q70Q12_SQUAC,305,94,2ZXE,B,G,30,PF00287;,PF02038;,1,305,21,94,Sodium/potassium-transporting ATPase subunit beta,atp1b1,FXYD domain-containing ion transport regulator,fxyd10,Squalus acanthias (Spiny dogfish),Squalus acanthias (Spiny dogfish),2.4,N,N,Squalus acanthias,Squalus acanthias,E,E
272,allpdb0311,C4IX13_SQUAC,Q4H132_SQUAC,305,1028,2ZXE,B,A,134,PF00287;,PF00689;PF00690;,1,305,1,1028,Sodium/potassium-transporting ATPase subunit beta,atp1b1,Sodium/potassium-transporting ATPase subunit alpha (EC 3.6.3.-),atn1,Squalus acanthias (Spiny dogfish),Squalus acanthias (Spiny dogfish),2.4,N,N,Squalus acanthias,Squalus acanthias,E,E
273,allpdb0312,Q4H132_SQUAC,Q70Q12_SQUAC,1028,94,2ZXE,A,G,46,PF00689;PF00690;,PF02038;,1,1028,21,94,Sodium/potassium-transporting ATPase subunit alpha (EC 3.6.3.-),atn1,FXYD domain-containing ion transport regulator,fxyd10,Squalus acanthias (Spiny dogfish),Squalus acanthias (Spiny dogfish),2.4,N,N,Squalus acanthias,Squalus acanthias,E,E
274,allpdb0313,HUS1_HUMAN,RAD9A_HUMAN,280,391,3A1J,B,A,53,PF04005;,PF04139;,1,280,1,266,Checkpoint protein HUS1 (hHUS1),HUS1,Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A),RAD9A,Homo sapiens (Human),Homo sapiens (Human),2.5,N,N,Homo sapiens,Homo sapiens,E,E
275,allpdb0314,RAD1_HUMAN,RAD9A_HUMAN,282,391,3A1J,C,A,47,PF02144;,PF04139;,13,275,1,266,Cell cycle checkpoint protein RAD1 (hRAD1) (EC 3.1.11.2) (DNA repair exonuclease rad1 homolog) (Rad1-like DNA damage checkpoint protein),RAD1 REC1,Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A),RAD9A,Homo sapiens (Human),Homo sapiens (Human),2.5,N,N,Homo sapiens,Homo sapiens,E,E
276,allpdb0315,RAD1_HUMAN,HUS1_HUMAN,282,280,3A1J,C,B,52,PF02144;,PF04005;,13,275,1,280,Cell cycle checkpoint protein RAD1 (hRAD1) (EC 3.1.11.2) (DNA repair exonuclease rad1 homolog) (Rad1-like DNA damage checkpoint protein),RAD1 REC1,Checkpoint protein HUS1 (hHUS1),HUS1,Homo sapiens (Human),Homo sapiens (Human),2.5,N,N,Homo sapiens,Homo sapiens,E,E
277,allpdb0316,IL13_HUMAN,IL4RA_HUMAN,146,825,3BPO,A,B,39,PF03487;,PF09238;,34,146,27,227,Interleukin-13 (IL-13),IL13 NC30,Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL4Ralpha/prot) (IL-4-binding protein) (IL4-BP)],IL4R IL4RA 582J2.1,Homo sapiens (Human),Homo sapiens (Human),3,N,N,Homo sapiens,Homo sapiens,E,E
278,allpdb0317,IL4RA_HUMAN,I13R1_HUMAN,825,427,3BPO,B,C,36,PF09238;,PF09240;,27,227,29,342,Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL4Ralpha/prot) (IL-4-binding protein) (IL4-BP)],IL4R IL4RA 582J2.1,Interleukin-13 receptor subunit alpha-1 (IL-13 receptor subunit alpha-1) (IL-13R subunit alpha-1) (IL-13R-alpha-1) (IL-13RA1) (Cancer/testis antigen 19) (CT19) (CD antigen CD213a1),IL13RA1 IL13R IL13RA,Homo sapiens (Human),Homo sapiens (Human),3,N,N,Homo sapiens,Homo sapiens,E,E
279,allpdb0318,IL13_HUMAN,I13R1_HUMAN,146,427,3BPO,A,C,49,PF03487;,PF09240;,34,146,29,342,Interleukin-13 (IL-13),IL13 NC30,Interleukin-13 receptor subunit alpha-1 (IL-13 receptor subunit alpha-1) (IL-13R subunit alpha-1) (IL-13R-alpha-1) (IL-13RA1) (Cancer/testis antigen 19) (CT19) (CD antigen CD213a1),IL13RA1 IL13R IL13RA,Homo sapiens (Human),Homo sapiens (Human),3,N,N,Homo sapiens,Homo sapiens,E,E
280,allpdb0319,NARG_ECOLI,NARI_ECOLI,1247,225,3EGW,A,C,45,PF00384;PF01568;PF14710;,PF02665;,2,1245,1,225,Respiratory nitrate reductase 1 alpha chain (EC 1.7.99.4) (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha),narG bisD narC b1224 JW1215,Respiratory nitrate reductase 1 gamma chain (EC 1.7.99.4) (Cytochrome B-NR) (Nitrate reductase A subunit gamma) (Quinol-nitrate oxidoreductase subunit gamma),narI chlI b1227 JW1218,Escherichia coli (strain K12),Escherichia coli (strain K12),1.9,N,N,Escherichia coli,Escherichia coli,B,B
